date_first_change,0
2020-01-29,1
2020-02-21,1
2020-02-22,2
2020-02-25,4
2020-02-26,1
2020-02-28,1
2020-02-29,1
2020-03-01,1
2020-03-02,5
2020-03-04,1
2020-03-05,11
2020-03-06,2
2020-03-07,1
2020-03-08,2
2020-03-09,1
2020-03-11,12
2020-03-12,1
2020-03-15,1
2020-03-16,3
2020-03-17,5
2020-03-18,1
2020-03-24,4
